Getting declarations... 5222 found
(caching disabled)
Checking: Lean.Grind.CutsatConfig._sizeOf_1... ok
Checking: Lean.Grind.CutsatConfig._sizeOf_inst... ok
Checking: Lean.Grind.CutsatConfig.mk.sizeOf_spec... ok
Checking: Nat.zero_eq... ok
Checking: Lean.Parser.Category.prec... ok
Checking: Std.LawfulIdentity.recOn... ok
Checking: Fin.modn.match_1... ok
Checking: _private.Init.Data.Nat.Div.Basic.0.Nat.mod_le.match_1_1... ok
Checking: _private.Init.Data.Nat.Div.Basic.0.Nat.mod_eq_of_lt.match_1_1... ok
Checking: Nat.mod_eq_of_lt... ok
Checking: _private.Init.Data.Nat.Div.Basic.0.Nat.mod_le.match_1_3... ok
Checking: Nat.mod_le... ok
Checking: Fin.mod._proof_1... ok
Checking: Fin.modn... ok
Checking: _private.Init.Data.Fin.Basic.0.Fin.modn_lt.match_1_1... ok
Checking: Fin.modn_lt... ok
Checking: MonadState.get... ok
Checking: Lean.Macro.instInhabitedState.default... ok
Checking: Lean.Macro.instInhabitedState... ok
Checking: MonadWithReader.rec... ok
Checking: MonadWithReader.casesOn... ok
Checking: MonadWithReader.noConfusionType... ok
Checking: MonadWithReader.noConfusion... ok
Checking: HAppend.recOn... ok
Checking: CoeFun.coe... ok
Checking: False.recOn... ok
Checking: Lean.Module.casesOn... ok
Checking: Lean.Module.noConfusionType... ok
Checking: Lean.Module.noConfusion... ok
Checking: Lean.Module.mk.noConfusion... ok
Checking: True.casesOn... ok
Checking: Lean.withAnnotateTerm... ok
Checking: NonScalar.recOn... ok
Checking: Lean.MonadRef.getRef... ok
Checking: _private.Init.Prelude.0.Lean.SourceInfo.fromRef.match_1... ok
Checking: Lean.SourceInfo.getPos?... ok
Checking: _private.Init.Prelude.0.Lean.Syntax.getHeadInfo?.loop.match_1... ok
Checking: Lean.Syntax.getHeadInfo... ok
Checking: Lean.Syntax.getPos?... ok
Checking: Lean.Syntax.getTailPos?... ok
Checking: Lean.SourceInfo.fromRef... ok
Checking: Lean.MonadRef.mkInfoFromRefPos... ok
Checking: Lean.Parser.Category.command... ok
Checking: Hashable.rec... ok
Checking: NatPow.recOn... ok
Checking: Lean.Macro.Exception.rec... ok
Checking: Lean.Macro.Exception.casesOn... ok
Checking: Lean.Macro.Exception.ctorIdx... ok
Checking: instPowOfHomogeneousPow... ok
Checking: Nat.repeat.match_1... ok
Checking: Trans.ctorIdx... ok
Checking: _private.Init.Prelude.0.Lean.Syntax.getInfo?.match_1... ok
Checking: Lean.Syntax.getInfo?... ok
Checking: Nat.instTransLe... ok
Checking: HEq.symm... ok
Checking: HEq.comm... ok
Checking: Lean.Parser.Syntax.addPrio... ok
Checking: Lean.Parser.Tactic.runTac... ok
Checking: Sep.rec... ok
Checking: Sep.casesOn... ok
Checking: Sep.noConfusionType... ok
Checking: ForIn.rec... ok
Checking: CoeHTC.casesOn... ok
Checking: PLift... ok
Checking: PLift.up... ok
Checking: PLift.rec... ok
Checking: PLift.casesOn... ok
Checking: PLift.noConfusionType... ok
Checking: PLift.noConfusion... ok
Checking: PLift.up.noConfusion... ok
Checking: not_not_not... ok
Checking: BitVec.ofFin.noConfusion... ok
Checking: term_<_... ok
Checking: MonadReader.recOn... ok
Checking: term_=_... ok
Checking: Lean.Meta.LiftLetsConfig.recOn... ok
Checking: Nat.lt_of_not_ge... ok
Checking: Functor.noConfusionType... ok
Checking: Functor.noConfusion... ok
Checking: Functor.mk.noConfusion... ok
Checking: have_unused_dep'... ok
Checking: List.ctorIdx... ok
Checking: List.ctorElimType... ok
Checking: List.ctorElim... ok
Checking: List.cons.elim... ok
Checking: Nat.mul_eq... ok
Checking: PEmpty.casesOn... ok
Checking: PEmpty.elim.match_1... ok
Checking: PEmpty.elim... ok
Checking: instSubsingletonPEmpty... ok
Checking: DoResultSBC.continue.sizeOf_spec... ok
Checking: term_-_... ok
Checking: Lean.Grind.Config.recOn... ok
Checking: Lean.Grind.Config.mk.sizeOf_spec... ok
Checking: Lean.Syntax.Preresolved.rec... ok
Checking: Lean.Syntax.Preresolved.casesOn... ok
Checking: Lean.Syntax.Preresolved.ctorIdx... ok
Checking: Lean.Syntax.Preresolved.ctorElimType... ok
Checking: Lean.Syntax.Preresolved.ctorElim... ok
Checking: Lean.Syntax.Preresolved.namespace.elim... ok
Checking: Lean.Parser.Category.casesOn... ok
Checking: Lean.Parser.Category.noConfusionType... ok
Checking: Char.noConfusionType... ok
Checking: Char.noConfusion... ok
Checking: Char.mk.noConfusion... ok
Checking: Char.mk.inj... ok
Checking: Nat.two_pos... ok
Checking: Quot.indBeta... ok
Checking: Lean.Parser.Tactic.Grind.grind_filter!_... ok
Checking: Lean.Macro.Exception.noConfusionType... ok
Checking: Lean.Macro.Exception.noConfusion... ok
Checking: Iff.recOn... ok
Checking: Lean.Meta.Simp.Config.zeta... ok
Checking: HomogeneousPow.casesOn... ok
Checking: Lean.instInhabitedNameGenerator.default... ok
Checking: Lean.instInhabitedNameGenerator... ok
Checking: BEq.recOn... ok
Checking: _private.Init.Prelude.0.eq_true_of_ne_false.match_1_1... ok
Checking: eq_true_of_ne_false... ok
Checking: Bool.or_self... ok
Checking: Sum.inl.injEq... ok
Checking: Lean.Meta.EtaStructMode.recOn... ok
Checking: and_comm... ok
Checking: PSigma.SkipLeft... ok
Checking: Lean.Grind.CutsatConfig.recOn... ok
Checking: Seq.ctorIdx... ok
Checking: heq_eq_eq... ok
Checking: Std.LawfulCommIdentity.rec... ok
Checking: Coe.coe... ok
Checking: String.ofByteArray.sizeOf_spec... ok
Checking: Inhabited.rec... ok
Checking: Inhabited.casesOn... ok
Checking: term_⁻¹... ok
Checking: Classical.choice... ok
Checking: Classical.ofNonempty._proof_1... ok
Checking: Classical.ofNonempty... ok
Checking: instNonemptyTask... ok
Checking: Task.Priority.default... ok
Checking: Task.get... ok
Checking: Task.map... ok
Checking: Lean.MonadQuotation.rec... ok
Checking: instNeZeroNatIte... ok
Checking: Lean.Parser.Tactic.generalizeArg... ok
Checking: Lean.Parser.Tactic.generalize... ok
Checking: le_of_le_of_eq... ok
Checking: Lean.Parser.Tactic.mrenameIMacro... ok
Checking: PULift.rec... ok
Checking: PULift.casesOn... ok
Checking: PULift.noConfusionType... ok
Checking: PULift.noConfusion... ok
Checking: Lean.SourceInfo.original.elim... ok
Checking: DoResultPRBC.continue.noConfusion... ok
Checking: instDecidableOr.match_1... ok
Checking: instDecidableOr._proof_1... ok
Checking: instDecidableOr... ok
Checking: Prod.lexLtDec... ok
Checking: OfNat.ctorIdx... ok
Checking: _private.Init.Prelude.0.Lean.replaceRef.match_1... ok
Checking: Lean.replaceRef... ok
Checking: Lean.MonadRef.withRef... ok
Checking: Lean.withRef... ok
Checking: Lean.ParserDescr.parser.sizeOf_spec... ok
Checking: HDiv.noConfusion... ok
Checking: HDiv.mk.noConfusion... ok
Checking: _private.Init.Prelude.0.Lean.simpMacroScopesAux.match_1... ok
Checking: _private.Init.Prelude.0.Lean.simpMacroScopesAux... ok
Checking: Lean.Name.simpMacroScopes... ok
Checking: HSMul... ok
Checking: HSMul.mk... ok
Checking: HSMul.rec... ok
Checking: HSMul.casesOn... ok
Checking: HSMul.noConfusionType... ok
Checking: HSMul.noConfusion... ok
Checking: Lean.Parser.Tactic.paren... ok
Checking: Nat.succ_lt_of_lt_pred... ok
Checking: Nat.beq.eq_4... ok
Checking: term_/_... ok
Checking: Std.Associative.casesOn... ok
Checking: Std.LawfulLeftIdentity.rec... ok
Checking: Std.LawfulLeftIdentity.casesOn... ok
Checking: Std.LeftIdentity.rec... ok
Checking: HOrElse.ctorIdx... ok
Checking: UInt16._sizeOf_1... ok
Checking: UInt16._sizeOf_inst... ok
Checking: UInt16.ofBitVec.sizeOf_spec... ok
Checking: beq_true... ok
Checking: Sigma... ok
Checking: Sigma.mk... ok
Checking: Sigma.rec... ok
Checking: Sigma.casesOn... ok
Checking: Sigma.noConfusionType... ok
Checking: Fin.ctorIdx... ok
Checking: DoResultSBC.continue.noConfusion... ok
Checking: Lean.Macro.State.rec... ok
Checking: Lean.Macro.State.casesOn... ok
Checking: Lean.Macro.State.noConfusionType... ok
Checking: Lean.Macro.State.noConfusion... ok
Checking: Lean.Grind.NoopConfig.mk.sizeOf_spec... ok
Checking: Lean.guardMsgsWhitespaceArg... ok
Checking: Lean.guardMsgsWhitespace... ok
Checking: Lean.guardMsgsOrderingArg... ok
Checking: Lean.guardMsgsOrdering... ok
Checking: Lean.guardMsgsPositionsArg... ok
Checking: Lean.guardMsgsPositions... ok
Checking: Lean.guardMsgsSpecElt... ok
Checking: Lean.guardMsgsSpec... ok
Checking: Lean.guardMsgsCmd... ok
Checking: Except.noConfusion... ok
Checking: Except.ok.noConfusion... ok
Checking: Except.ok.inj... ok
Checking: _private.Init.Core.0.Exists.elim.match_1_1... ok
Checking: Exists.elim... ok
Checking: ShiftLeft.ctorIdx... ok
Checking: UInt8.size... ok
Checking: UInt64.casesOn... ok
Checking: HMod.recOn... ok
Checking: Nat.succ_ne_self._simp_1... ok
Checking: Nat.eq_self_sub_one... ok
Checking: Bool.recOn... ok
Checking: Lean.Parser.Tactic.Grind.fail... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.eq_zero_or_eq_succ_pred.match_1_1... ok
Checking: Nat.eq_zero_or_eq_succ_pred... ok
Checking: AndOp.ctorIdx... ok
Checking: Lean.SourceInfo.synthetic.elim... ok
Checking: Lean.SourceInfo.noConfusionType... ok
Checking: Lean.SourceInfo.noConfusion... ok
Checking: Lean.SourceInfo.original.noConfusion... ok
Checking: String.Pos.Raw.casesOn... ok
Checking: String.Pos.Raw.noConfusionType... ok
Checking: String.Pos.Raw.noConfusion... ok
Checking: String.Pos.Raw.mk.noConfusion... ok
Checking: String.Pos.Raw.mk.injEq... ok
Checking: Lean.Parser.Tactic.falseOrByContra... ok
Checking: PULift.up.noConfusion... ok
Checking: Lean.Parser.Attr.grind!?... ok
Checking: HShiftLeft.noConfusion... ok
Checking: HShiftLeft.mk.noConfusion... ok
Checking: MonadExceptOf.rec... ok
Checking: MonadExceptOf.casesOn... ok
Checking: MonadExceptOf.noConfusionType... ok
Checking: MonadExceptOf.noConfusion... ok
Checking: List.set.match_1... ok
Checking: ForInStep.ctorElimType... ok
Checking: Std.RightIdentity.casesOn... ok
Checking: Fin.val_add_one_le_of_gt... ok
Checking: Nat.eq_of_le_of_lt_succ... ok
Checking: Lean.Parser.Tactic.intro... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.pred_le_iff.match_1_1... ok
Checking: Nat.pred_le_iff... ok
Checking: Nat.pred_le_of_le_succ... ok
Checking: Decidable.recOn... ok
Checking: instInhabitedSort... ok
Checking: Iff.comm... ok
Checking: and_iff_left_iff_imp... ok
Checking: iff_self_and... ok
Checking: iff_and_self... ok
Checking: Lean.ParserDescr.below... ok
Checking: Lean.ParserDescr.brecOn.go... ok
Checking: Lean.ParserDescr.brecOn... ok
Checking: Eq.substr... ok
Checking: forall_prop_domain_congr... ok
Checking: Nat.mul_sub_right_distrib... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.sub_le_sub_left.match_1_1... ok
Checking: Nat.sub_le_sub_left... ok
Checking: Nat.sub_pos_of_lt... ok
Checking: Nat.mul_sub_div... ok
Checking: PNonScalar.ctorIdx... ok
Checking: MonadFunctor.casesOn... ok
Checking: MonadFunctor.noConfusionType... ok
Checking: Nat.repeat... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.repeatTR.loop... ok
Checking: Nat.repeatTR... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.repeat_eq_repeatTR.go.match_1... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.repeatTR.loop.eq_2... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.repeat_eq_repeatTR.go... ok
Checking: Nat.repeat_eq_repeatTR... ok
Checking: Nat.add_right_cancel... ok
Checking: Lean.Parser.Tactic.mrefineMacro... ok
Checking: ForInStep.done.injEq... ok
Checking: CoeOut.rec... ok
Checking: CoeOut.casesOn... ok
Checking: Lean.Parser.Tactic.done... ok
Checking: Task.noConfusion... ok
Checking: Task.pure.noConfusion... ok
Checking: Task.pure.injEq... ok
Checking: MonadEvalT.ctorIdx... ok
Checking: bne_self_eq_false... ok
Checking: bne_self_eq_false'... ok
Checking: Sigma._sizeOf_1... ok
Checking: Sigma._sizeOf_inst... ok
Checking: Sigma.mk.sizeOf_spec... ok
Checking: Lean.Grind.Config.noConfusion... ok
Checking: Lean.Grind.Config.mk.noConfusion... ok
Checking: Lean.Grind.Config.mk.injEq... ok
Checking: PSum.inl.noConfusion... ok
Checking: PSum.inl.inj... ok
Checking: Lean.rawStx.quot... ok
Checking: False.casesOn... ok
Checking: UInt8.ofBitVec.sizeOf_spec... ok
Checking: Lean.Grind.NoopConfig.mk.noConfusion... ok
Checking: Lean.reservedMacroScope... ok
Checking: Lean.firstFrontendMacroScope... ok
Checking: Bind.casesOn... ok
Checking: Bind.noConfusionType... ok
Checking: ForInStep.recOn... ok
Checking: binderNameHint... ok
Checking: ite_eq_dite... ok
Checking: Lean.Parser.Tactic.mframeMacro... ok
Checking: Quot.liftBeta... ok
Checking: Lean.Parser.Tactic.Grind.grind_filterGen>=_... ok
Checking: _private.Init.Data.Nat.Div.Basic.0.Nat.add_mul_mod_self_left.match_1_1... ok
Checking: _private.Init.Data.Nat.Div.Basic.0.Nat.mod_eq_sub_mod.match_1_1... ok
Checking: Nat.mod_eq_sub_mod... ok
Checking: Nat.add_mod_right... ok
Checking: Nat.add_mul_mod_self_left... ok
Checking: ULift.casesOn... ok
Checking: ULift.noConfusionType... ok
Checking: ULift.noConfusion... ok
Checking: _private.Init.WF.0.PSigma.revLex.match_1_1... ok
Checking: PSigma.RevLex.casesOn... ok
Checking: PSigma.revLexAccessible... ok
Checking: PSigma.revLex... ok
Checking: EStateM.Result.noConfusionType... ok
Checking: EStateM.Result.noConfusion... ok
Checking: EStateM.Result.ok.noConfusion... ok
Checking: EStateM.Result.ok.injEq... ok
Checking: term_>>>_... ok
Checking: Lean.Syntax.ident.noConfusion... ok
Checking: CoeDep.recOn... ok
Checking: Nat.one_ne_zero... ok
Checking: Nat.instNeZeroHPowOfNat... ok
Checking: NeZero.ne'... ok
Checking: Nat.le_add_left_of_le... ok
Checking: PSigma.mkSkipLeft... ok
Checking: MonadEval.monadEval... ok
Checking: instMonadEvalTOfMonadEval... ok
Checking: Lean.includeStr... ok
Checking: Lean.Parser.Tactic.Grind.nestedTacticCore... ok
Checking: ForInStep.yield.noConfusion... ok
Checking: ForInStep.yield.inj... ok
Checking: Thunk.recOn... ok
Checking: Lean.Grind.Config.verbose... ok
Checking: EStateM.Result.ok.inj... ok
Checking: Lean.ParserDescr.trailingNode.sizeOf_spec... ok
Checking: term_&&_... ok
Checking: _private.Init.SimpLemmas.0.or_self.match_1_1... ok
Checking: or_self... ok
Checking: Quot.recOn... ok
Checking: eqRec_heq_iff... ok
Checking: Quot.hrecOn._proof_1... ok
Checking: Quot.hrecOn... ok
Checking: Quotient.hrecOn... ok
Checking: Lean.Meta.DSimp.Config.noConfusionType... ok
Checking: Lean.Meta.DSimp.Config.noConfusion... ok
Checking: Lean.Meta.DSimp.Config.mk.noConfusion... ok
Checking: Lean.Meta.DSimp.Config.mk.injEq... ok
Checking: term_∉_... ok
Checking: Complement.casesOn... ok
Checking: Complement.noConfusionType... ok
Checking: Std.Asymm.rec... ok
Checking: Applicative.recOn... ok
Checking: Lean.NameGenerator.namePrefix... ok
Checking: Quotient.exists_rep... ok
Checking: Nat.lt_add_one_iff... ok
Checking: Lean.Meta.ExtractLetsConfig.recOn... ok
Checking: HOr.casesOn... ok
Checking: HOr.noConfusionType... ok
Checking: HOr.noConfusion... ok
Checking: Lean.Syntax.missing.sizeOf_spec... ok
Checking: Lean.Parser.Tactic.tacticExists_,,... ok
Checking: DoResultPRBC.return.noConfusion... ok
Checking: Lean.Meta.Simp.Config.zetaHave... ok
Checking: ShiftLeft.casesOn... ok
Checking: ShiftLeft.noConfusionType... ok
Checking: ShiftLeft.noConfusion... ok
Checking: ShiftLeft.mk.noConfusion... ok
Checking: Except.error.noConfusion... ok
Checking: Except.error.injEq... ok
Checking: Trans.rec... ok
Checking: Trans.recOn... ok
Checking: or_iff_right_of_imp... ok
Checking: Nat.lt_le_asymm... ok
Checking: One.casesOn... ok
Checking: _private.Init.SimpLemmas.0.false_or.match_1_1... ok
Checking: false_or... ok
Checking: _private.Init.SimpLemmas.0.or_false.match_1_1... ok
Checking: or_false... ok
Checking: instLawfulIdentityOrFalse... ok
Checking: Nat.add_one_le_iff... ok
Checking: Lean.Macro.Exception.ctorElimType... ok
Checking: Thunk.fnImpl... ok
Checking: Lean.ParserDescr.unary.sizeOf_spec... ok
Checking: MonadFunctorT.monadMap... ok
Checking: Lean.Parser.Tactic.as_aux_lemma... ok
Checking: prioHigh... ok
Checking: PSum.ctorIdx... ok
Checking: PSum.ctorElimType... ok
Checking: PSum.ctorElim... ok
Checking: PSum.inr.elim... ok
Checking: Nat.zero_pow_of_pos... ok
Checking: Lean.Parser.Tactic.exposeNames... ok
Checking: One.noConfusionType... ok
Checking: One.noConfusion... ok
Checking: One.mk.noConfusion... ok
Checking: Sigma.ctorIdx... ok
Checking: Lean.hygieneInfoKind... ok
Checking: Sum.inhabitedRight... ok
Checking: Bool.and_self... ok
Checking: instIdempotentOpBoolAnd... ok
Checking: _private.Init.Prelude.0.Lean.Name.hash.match_1... ok
Checking: _private.Init.Prelude.0.Lean.Name.hash._proof_1... ok
Checking: _private.Init.Prelude.0.Lean.Name.hash._proof_2... ok
Checking: Lean.Name.hash... ok
Checking: Lean.instHashableName... ok
Checking: DoResultBC.continue.noConfusion... ok
Checking: DoResultBC.continue.injEq... ok
Checking: Function.id_comp... ok
Checking: Nat.instXorOp... ok
Checking: rawNatLit... ok
Checking: ULift.recOn... ok
Checking: ReflBEq.rec... ok
Checking: ReflBEq.recOn... ok
Checking: Lean.Grind.ConfigInteractive.toConfig... ok
Checking: Task.spawn... ok
Checking: ShiftRight.recOn... ok
Checking: Fin.instOrOp... ok
Checking: instInhabitedRaw... ok
Checking: Or.imp... ok
Checking: Or.imp_right... ok
Checking: Or.imp_left... ok
Checking: or_assoc... ok
Checking: Lean.Name.str.inj... ok
Checking: lt_of_lt_of_eq... ok
Checking: Lean.Grind.Config.etaStruct... ok
Checking: Lean.Parser.Tactic.tacticRepeat_... ok
Checking: Lean.Parser.checkSimpFailure... ok
Checking: Nat.ble_eq... ok
Checking: Lean.Parser.Tactic.anyGoals... ok
Checking: Fin.mk.sizeOf_spec... ok
Checking: SizeOf.casesOn... ok
Checking: SizeOf.noConfusionType... ok
Checking: SizeOf.noConfusion... ok
Checking: SizeOf.mk.noConfusion... ok
Checking: autoParam... ok
Checking: DoResultSBC.pureReturn.noConfusion... ok
Checking: HAdd.rec... ok
Checking: HAdd.casesOn... ok
Checking: Nat.add_sub_self_left... ok
Checking: Nat.add_sub_self_right... ok
Checking: Lean.Parser.Tactic.acRfl... ok
Checking: Bool.false_or... ok
Checking: instLawfulIdentityBoolOrFalse... ok
Checking: Lean.Meta.DSimp.Config.zetaHave... ok
Checking: Lean.Name.num.noConfusion... ok
Checking: heq_self_iff_true... ok
Checking: Relation.TransGen.below... ok
Checking: Relation.TransGen.below.single... ok
Checking: Relation.TransGen.below.tail... ok
Checking: Relation.TransGen.below.rec... ok
Checking: Fin.cast._proof_1... ok
Checking: Fin.cast... ok
Checking: CoeDep.coe... ok
Checking: Nat.mod_lt_of_lt... ok
Checking: instMonadEvalT... ok
Checking: emptyWf._proof_1... ok
Checking: emptyWf... ok
Checking: boolToProp... ok
Checking: HShiftRight.ctorIdx... ok
Checking: MonadStateOf.ctorIdx... ok
Checking: Lean.Syntax.SepArray.recOn... ok
Checking: Lean.Parser.Tactic.rwRule... ok
Checking: Lean.Parser.Tactic.rwRuleSeq... ok
Checking: proof_irrel... ok
Checking: instSubsingleton... ok
Checking: Quotient.recOnSubsingleton₂._proof_1... ok
Checking: Quotient.recOnSubsingleton₂... ok
Checking: Quotient.decidableEq._proof_1... ok
Checking: Quotient.decidableEq.match_1... ok
Checking: Quotient.liftOn₂... ok
Checking: _private.Init.Core.0.Quotient.rel._proof_1... ok
Checking: _private.Init.Core.0.Quotient.rel... ok
Checking: Quotient.inductionOn... ok
Checking: _private.Init.Core.0.Quotient.rel.refl... ok
Checking: _private.Init.Core.0.Quotient.rel_of_eq... ok
Checking: Quotient.exact... ok
Checking: Quotient.decidableEq._proof_2... ok
Checking: Quotient.decidableEq... ok
Checking: CoeSort.noConfusion... ok
Checking: CoeSort.mk.noConfusion... ok
Checking: _private.Init.Data.NeZero.0.instNeZeroNatHAdd.match_1... ok
Checking: _private.Init.Data.NeZero.0.instNeZeroNatHAdd.match_3... ok
Checking: instNeZeroNatHAdd... ok
Checking: Lean.Grind.Config.funext... ok
Checking: type_eq_of_heq... ok
Checking: UInt8.ofBitVec.inj... ok
Checking: SeqRight.recOn... ok
Checking: iff_false_right... ok
Checking: CoeHead.rec... ok
Checking: CoeHead.recOn... ok
Checking: DoResultSBC.pureReturn.injEq... ok
Checking: Lean.Parser.Tactic.bvTraceMacro... ok
Checking: Lean.Parser.Tactic.mreplaceMacro... ok
Checking: Lean.Meta.ExtractLetsConfig.preserveBinderNames... ok
Checking: instMaxUInt32... ok
Checking: Lean.Meta.Simp.NormCastConfig.ctorIdx... ok
Checking: Eq.mpr_not... ok
Checking: dite_congr... ok
Checking: Inhabited.noConfusionType... ok
Checking: Inhabited.noConfusion... ok
Checking: instInhabitedReaderT... ok
Checking: instInhabitedOfMonad... ok
Checking: Lean.Macro.instInhabitedMethods.default... ok
Checking: Lean.Macro.instInhabitedMethods... ok
Checking: ForInStep.ctorElim... ok
Checking: ForInStep.done.elim... ok
Checking: heq_eqRec_iff... ok
Checking: Nat.add_le_add... ok
Checking: PProd.snd... ok
Checking: modifyGetThe... ok
Checking: MonadEval.rec... ok
Checking: Pure.noConfusion... ok
Checking: MonadExcept.throw... ok
Checking: MonadExceptOf.tryCatch... ok
Checking: tryCatchThe... ok
Checking: instMonadExceptOfMonadExceptOf... ok
Checking: ReaderT.instMonadExceptOf... ok
Checking: EStateM.dummySave... ok
Checking: EStateM.nonBacktrackable... ok
Checking: Lean.Macro.throwUnsupported... ok
Checking: Div.casesOn... ok
Checking: Lean.Meta.DSimp.Config.zeta... ok
Checking: instAssociativeOr... ok
Checking: Nat.div.inductionOn._unary.eq_def... ok
Checking: Nat.div.inductionOn.eq_def... ok
Checking: Nat.lt_add_one_of_le... ok
Checking: Zero.recOn... ok
Checking: Lean.Macro.Methods.noConfusion... ok
Checking: Lean.Macro.Methods.mk.noConfusion... ok
Checking: Lean.Parser.Tactic.Grind.renameI... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.sub_one_add_one_eq_of_pos.match_1_1... ok
Checking: Nat.sub_one_add_one_eq_of_pos... ok
Checking: Min.mk.noConfusion... ok
Checking: Neg.noConfusion... ok
Checking: Neg.mk.noConfusion... ok
Checking: Lean.Meta.Simp.Config.arith... ok
Checking: Lean.Syntax.TSepArray.ctorIdx... ok
Checking: Lean.Parser.checkTacticFailure... ok
Checking: iff_not_self... ok
Checking: Lean.Parser.Tactic.SolveByElim.star... ok
Checking: Lean.Parser.Tactic.SolveByElim.erase... ok
Checking: Lean.Parser.Tactic.SolveByElim.arg... ok
Checking: Lean.Parser.Tactic.SolveByElim.args... ok
Checking: Lean.Parser.Tactic.Grind.mbtc... ok
Checking: DoResultBC.continue.inj... ok
Checking: term_%_... ok
Checking: modifyThe... ok
Checking: Lean.Parser.Tactic.Grind.grindRepeat_... ok
Checking: Std.Refl... ok
Checking: Std.Refl.mk... ok
Checking: Std.Refl.rec... ok
Checking: Std.Refl.recOn... ok
Checking: LE.noConfusionType... ok
Checking: LE.noConfusion... ok
Checking: LE.mk.noConfusion... ok
Checking: Lean.mkAtomFrom... ok
Checking: Nat.add_lt_of_lt_sub... ok
Checking: Array.mkArray6... ok
Checking: Lean.Syntax.node6... ok
Checking: Lean.Parser.Tactic.Grind.haveSilent... ok
Checking: sorryAx... ok
Checking: Lean.Meta.ExtractLetsConfig.usedOnly... ok
Checking: Lean.Meta.Simp.ConfigCtx.noConfusion... ok
Checking: Lean.Meta.Simp.ConfigCtx.mk.noConfusion... ok
Checking: Lean.Meta.Simp.ConfigCtx.mk.injEq... ok
Checking: Nat.lt_succ... ok
Checking: ULift.down... ok
Checking: ByteArray.recOn... ok
Checking: Lean.Meta.Simp.NormCastConfig.mk.inj... ok
Checking: term_⊕'_... ok
Checking: Nat.le_or_le... ok
Checking: Lean.Parser.Category.ctorIdx... ok
Checking: Nat.min_def... ok
Checking: ReaderT.run... ok
Checking: Except.ok.injEq... ok
Checking: HPow.casesOn... ok
Checking: HPow.noConfusionType... ok
Checking: Lean.Parser.Tactic.symm... ok
Checking: term_<|_... ok
Checking: Lean.Meta.Simp.Config.contextual... ok
Checking: Lean.Grind.Config.mk.inj... ok
Checking: imp_congr_right... ok
Checking: imp_congr_ctx... ok
Checking: HOr.mk.noConfusion... ok
Checking: MonadLiftT.recOn... ok
Checking: Lean.Parser.Category.grind_filter... ok
Checking: Bool.dcond... ok
Checking: Sum._sizeOf_1... ok
Checking: Sum._sizeOf_inst... ok
Checking: Sum.inr.sizeOf_spec... ok
Checking: MonadEvalT.mk.noConfusion... ok
Checking: Quotient.liftOn... ok
Checking: Nat.instLawfulIdentityHMulOfNat... ok
Checking: Or.neg_resolve_left... ok
Checking: Lean.Parser.Tactic.tacticHave'... ok
Checking: Lean.Parser.Tactic.pushCast... ok
Checking: _private.Init.Prelude.0.Lean.Syntax.setKind.match_1... ok
Checking: Array.getD... ok
Checking: Array.get!Internal... ok
Checking: Lean.Syntax.getOptional?... ok
Checking: sizeOf_default... ok
Checking: DecidableLT... ok
Checking: Std.Identity.toRightIdentity... ok
Checking: PNonScalar.noConfusion... ok
Checking: PNonScalar.mk.noConfusion... ok
Checking: Nat.add_eq... ok
Checking: ByteArray.mk.inj... ok
Checking: HShiftLeft.hShiftLeft... ok
Checking: Nat.instShiftLeft... ok
Checking: Fin.shiftLeft._proof_1... ok
Checking: Fin.shiftLeft... ok
Checking: Complement.complement... ok
Checking: Std.LeftIdentity.casesOn... ok
Checking: NonScalar.ctorIdx... ok
Checking: Lean.Parser.Tactic.dsimp... ok
Checking: Lean.Parser.Category.term... ok
Checking: instLTBitVec... ok
Checking: term!_... ok
Checking: Lean.Meta.instInhabitedOccurrences.default... ok
Checking: Lean.Meta.instInhabitedOccurrences... ok
Checking: Lean.Meta.EtaStructMode._sizeOf_1... ok
Checking: Lean.Meta.EtaStructMode._sizeOf_inst... ok
Checking: Lean.Meta.EtaStructMode.none.sizeOf_spec... ok
Checking: Substring.Raw.mk.injEq... ok
Checking: Nat.le_of_not_gt... ok
Checking: Lean.Meta.Simp.Config.singlePass... ok
Checking: String.Pos.Raw.byteIdx... ok
Checking: Nat.lt_or_eq_of_le... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.le_iff_lt_or_eq.match_1_1... ok
Checking: Nat.le_iff_lt_or_eq... ok
Checking: Lean.Parser.Category.grind... ok
Checking: imp_imp_imp... ok
Checking: Lean.Parser.Tactic.Grind.grind_ref_... ok
Checking: HasEquiv.recOn... ok
Checking: MonadExcept.noConfusionType... ok
Checking: MonadExcept.noConfusion... ok
Checking: Decidable.noConfusionType... ok
Checking: Decidable.noConfusion... ok
Checking: Decidable.isFalse.noConfusion... ok
Checking: Subtype.recOn... ok
Checking: HAdd.noConfusionType... ok
Checking: HAdd.noConfusion... ok
Checking: HAdd.mk.noConfusion... ok
