Getting declarations... 7175 found
(caching disabled)
Checking: Lean.guardMsgsPositions... ok
Checking: Lean.guardMsgsSpecElt... ok
Checking: Lean.guardMsgsSpec... ok
Checking: Lean.guardMsgsCmd... ok
Checking: Except.noConfusion... ok
Checking: Except.ok.noConfusion... ok
Checking: Except.ok.inj... ok
Checking: UInt64.ofNat... ok
Checking: UInt64.instOfNat... ok
Checking: List.filter.eq_2... ok
Checking: List.filterMap.match_1... ok
Checking: List.filterMap... ok
Checking: List.filterMap_cons... FAIL
Checking: _private.Init.Core.0.Exists.elim.match_1_1... ok
Checking: Exists.elim... ok
Checking: List.Subset... ok
Checking: List.instHasSubset... ok
Checking: ShiftLeft.ctorIdx... ok
Checking: UInt8.size... ok
Checking: UInt64.casesOn... ok
Checking: HMod.recOn... ok
Checking: Std.Format.FlattenAllowability.noConfusionType... ok
Checking: Std.Format.FlattenAllowability.noConfusion... ok
Checking: Std.Format.FlattenAllowability.allow.noConfusion... ok
Checking: Std.Format.FlattenAllowability.allow.injEq... ok
Checking: Nat.succ_ne_self._simp_1... ok
Checking: Nat.eq_self_sub_one... ok
Checking: Bool.recOn... ok
Checking: Option.min_none_right... ok
Checking: Option.getD.match_1... ok
Checking: Option.map... ok
Checking: Option.map_some... ok
Checking: Lean.Parser.Tactic.Grind.fail... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.eq_zero_or_eq_succ_pred.match_1_1... ok
Checking: Nat.eq_zero_or_eq_succ_pred... ok
Checking: List.min?... ok
Checking: USize.lt... ok
Checking: AndOp.ctorIdx... ok
Checking: Lean.SourceInfo.synthetic.elim... ok
Checking: Lean.SourceInfo.noConfusionType... ok
Checking: Lean.SourceInfo.noConfusion... ok
Checking: Lean.SourceInfo.original.noConfusion... ok
Checking: Option.isNone_some... ok
Checking: Option.join... ok
Checking: Option.join_none... ok
Checking: String.Pos.Raw.casesOn... ok
Checking: String.Pos.Raw.noConfusionType... ok
Checking: String.Pos.Raw.noConfusion... ok
Checking: String.Pos.Raw.mk.noConfusion... ok
Checking: String.Pos.Raw.mk.injEq... ok
Checking: Int.pow.match_1... ok
Checking: Int.natAbs... ok
Checking: Int.pow... ok
Checking: Int.instNatPow... ok
Checking: Lean.Parser.Tactic.falseOrByContra... ok
Checking: PULift.up.noConfusion... ok
Checking: GetElem?.casesOn... ok
Checking: GetElem?.noConfusionType... ok
Checking: GetElem?.noConfusion... ok
Checking: GetElem?.mk.noConfusion... ok
Checking: Lean.Parser.Attr.grind!?... ok
Checking: List.elem.eq_1... ok
Checking: HShiftLeft.noConfusion... ok
Checking: HShiftLeft.mk.noConfusion... ok
Checking: MonadExceptOf.rec... ok
Checking: MonadExceptOf.casesOn... ok
Checking: MonadExceptOf.noConfusionType... ok
Checking: MonadExceptOf.noConfusion... ok
Checking: ForInStep.ctorElimType... ok
Checking: Std.RightIdentity.casesOn... ok
Checking: Fin.val_add_one_le_of_gt... ok
Checking: Nat.eq_of_le_of_lt_succ... ok
Checking: Option.or.match_1... ok
Checking: Lean.Parser.Tactic.intro... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.pred_le_iff.match_1_1... ok
Checking: Nat.pred_le_iff... ok
Checking: Nat.pred_le_of_le_succ... ok
Checking: Decidable.recOn... ok
Checking: instInhabitedSort... ok
Checking: Iff.comm... ok
Checking: and_iff_left_iff_imp... ok
Checking: iff_self_and... ok
Checking: iff_and_self... ok
Checking: Lean.ParserDescr.below... ok
Checking: Lean.ParserDescr.brecOn.go... ok
Checking: Lean.ParserDescr.brecOn... ok
Checking: Eq.substr... ok
Checking: forall_prop_domain_congr... ok
Checking: Nat.mul_sub_right_distrib... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.sub_le_sub_left.match_1_1... ok
Checking: Nat.sub_le_sub_left... ok
Checking: Nat.sub_pos_of_lt... ok
Checking: Nat.mul_sub_div... ok
Checking: PNonScalar.ctorIdx... ok
Checking: MonadFunctor.casesOn... ok
Checking: MonadFunctor.noConfusionType... ok
Checking: List.unzip.match_3... ok
Checking: List.unzip... ok
Checking: Nat.repeat... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.repeatTR.loop... ok
Checking: Nat.repeatTR... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.repeat_eq_repeatTR.go.match_1... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.repeatTR.loop.eq_2... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.repeat_eq_repeatTR.go... ok
Checking: Nat.repeat_eq_repeatTR... ok
Checking: instAddUSize... ok
Checking: Nat.add_right_cancel... ok
Checking: Array.size_eq_length_toList... ok
Checking: Lean.Parser.Tactic.mrefineMacro... ok
Checking: ForIn'.forIn'... ok
Checking: instForInOfForIn'... ok
Checking: instForInOfForIn'.eq_1... ok
Checking: ForInStep.done.injEq... ok
Checking: CoeOut.rec... ok
Checking: CoeOut.casesOn... ok
Checking: List.cons_lex_cons... ok
Checking: Lean.Parser.Tactic.done... ok
Checking: Task.noConfusion... ok
Checking: Task.pure.noConfusion... ok
Checking: Task.pure.injEq... ok
Checking: List.tail?_cons... ok
Checking: MonadEvalT.ctorIdx... ok
Checking: bne_self_eq_false... ok
Checking: bne_self_eq_false'... ok
Checking: Sigma._sizeOf_1... ok
Checking: Sigma._sizeOf_inst... ok
Checking: Sigma.mk.sizeOf_spec... ok
Checking: Lean.Grind.Config.noConfusion... ok
Checking: Lean.Grind.Config.mk.noConfusion... ok
Checking: Lean.Grind.Config.mk.injEq... ok
Checking: PSum.inl.noConfusion... ok
Checking: PSum.inl.inj... ok
Checking: _auto._@.Init.Data.Array.Basic.487995779._hygCtx._hyg.8... ok
Checking: _private.Init.Data.Array.Basic.0.Array.insertIdx.loop._unary._proof_1... ok
Checking: _private.Init.Data.Array.Basic.0.Array.insertIdx.loop._unary._proof_2... ok
Checking: _private.Init.Data.Array.Basic.0.Array.insertIdx.loop._unary._proof_3... ok
Checking: _private.Init.Data.Array.Basic.0.Array.insertIdx.loop._unary._proof_4... ok
Checking: _private.Init.Data.Array.Basic.0.Array.insertIdx.loop._unary._proof_5... ok
Checking: _private.Init.Data.Array.Basic.0.Array.insertIdx.loop._unary._proof_6... ok
Checking: _private.Init.Data.Array.Basic.0.Array.insertIdx.loop._unary._proof_7... ok
Checking: _private.Init.Data.Array.Basic.0.Array.insertIdx.loop._unary... ok
Checking: _private.Init.Data.Array.Basic.0.Array.insertIdx.loop... ok
Checking: List.length_concat... ok
Checking: Array.size_push... ok
Checking: _private.Init.Data.Array.Basic.0.Array.insertIdx._proof_1... ok
Checking: Array.insertIdx... ok
Checking: Array.insertIdx!... ok
Checking: Lean.rawStx.quot... ok
Checking: False.casesOn... ok
Checking: Nat.superDigitChar... ok
Checking: UInt8.ofBitVec.sizeOf_spec... ok
Checking: Lean.Grind.NoopConfig.mk.noConfusion... ok
Checking: Lean.reservedMacroScope... ok
Checking: Lean.firstFrontendMacroScope... ok
Checking: MonadFinally.rec... ok
Checking: Bind.casesOn... ok
Checking: Bind.noConfusionType... ok
Checking: ForInStep.recOn... ok
Checking: binderNameHint... ok
Checking: ite_eq_dite... ok
Checking: Substring.Raw.Internal.get... ok
Checking: Lean.Parser.Tactic.mframeMacro... ok
Checking: Quot.liftBeta... ok
Checking: Lean.Parser.Tactic.Grind.grind_filterGen>=_... ok
Checking: _private.Init.Data.Nat.Div.Basic.0.Nat.add_mul_mod_self_left.match_1_1... ok
Checking: _private.Init.Data.Nat.Div.Basic.0.Nat.mod_eq_sub_mod.match_1_1... ok
Checking: Nat.mod_eq_sub_mod... ok
Checking: Nat.add_mod_right... ok
Checking: Nat.add_mul_mod_self_left... ok
Checking: ULift.casesOn... ok
Checking: ULift.noConfusionType... ok
Checking: ULift.noConfusion... ok
Checking: _private.Init.WF.0.PSigma.revLex.match_1_1... ok
Checking: PSigma.RevLex.casesOn... ok
Checking: PSigma.revLexAccessible... ok
Checking: PSigma.revLex... ok
Checking: Option.le.match_1... ok
Checking: Option.le... ok
Checking: EStateM.Result.noConfusionType... ok
Checking: EStateM.Result.noConfusion... ok
Checking: EStateM.Result.ok.noConfusion... ok
Checking: EStateM.Result.ok.injEq... ok
Checking: _private.Init.Data.List.Basic.0.List.getLast?.match_1.splitter... ok
Checking: List.filter.eq_def... ok
Checking: term_>>>_... ok
Checking: Array.forM... ok
Checking: ForM.forM... ok
Checking: Array.instForM... ok
Checking: Array.forM_eq_forM... ok
Checking: List.lengthTRAux.eq_2... ok
Checking: StateM... ok
Checking: Array.reverse.loop._unary._proof_1... ok
Checking: Array.reverse._proof_1... ok
Checking: Array.reverse.termination... ok
Checking: Array.reverse.loop._unary._proof_2... ok
Checking: Array.reverse.loop._unary._proof_3... ok
Checking: Array.reverse._proof_3... ok
Checking: Array.reverse.loop._unary._proof_4... ok
Checking: Array.reverse.loop._unary... ok
Checking: Array.reverse.loop... ok
Checking: Lean.Syntax.ident.noConfusion... ok
Checking: CoeDep.recOn... ok
Checking: Nat.one_ne_zero... ok
Checking: Nat.instNeZeroHPowOfNat... ok
Checking: NeZero.ne'... ok
Checking: Nat.le_add_left_of_le... ok
Checking: PSigma.mkSkipLeft... ok
Checking: Nat.toSuperDigitsAux... ok
Checking: Nat.toSuperDigits... ok
Checking: MonadEval.monadEval... ok
Checking: instMonadEvalTOfMonadEval... ok
Checking: Lean.includeStr... ok
Checking: Lean.Parser.Tactic.Grind.nestedTacticCore... ok
Checking: ForInStep.yield.noConfusion... ok
Checking: ForInStep.yield.inj... ok
Checking: Thunk.recOn... ok
Checking: Lean.Grind.Config.verbose... ok
Checking: EStateM.Result.ok.inj... ok
Checking: Lean.ParserDescr.trailingNode.sizeOf_spec... ok
Checking: MonadControl.ctorIdx... ok
Checking: List.isEqv.match_1... ok
Checking: List.isEqv... ok
Checking: List.isEqv_cons₂... ok
Checking: term_&&_... ok
Checking: Bind.bindLeft... ok
Checking: List.intersperse.eq_2... ok
Checking: _private.Init.SimpLemmas.0.or_self.match_1_1... ok
Checking: or_self... ok
Checking: instNatCastNat... ok
Checking: Quot.recOn... ok
Checking: eqRec_heq_iff... ok
Checking: Quot.hrecOn._proof_1... ok
Checking: Quot.hrecOn... ok
Checking: Quotient.hrecOn... ok
Checking: Option.filterM.match_1... ok
Checking: Option.filterM... ok
Checking: Lean.Meta.DSimp.Config.noConfusionType... ok
Checking: Lean.Meta.DSimp.Config.noConfusion... ok
Checking: Lean.Meta.DSimp.Config.mk.noConfusion... ok
Checking: Lean.Meta.DSimp.Config.mk.injEq... ok
Checking: term_∉_... ok
Checking: Complement.casesOn... ok
Checking: Complement.noConfusionType... ok
Checking: Std.Asymm.rec... ok
Checking: Applicative.recOn... ok
Checking: Lean.NameGenerator.namePrefix... ok
Checking: Quotient.exists_rep... ok
Checking: List.findSome?.match_1... ok
Checking: List.findSome?... ok
Checking: List.findSome?_nil... ok
Checking: Nat.lt_add_one_iff... ok
Checking: List.reverseAux.eq_1... ok
Checking: Lean.Meta.ExtractLetsConfig.recOn... ok
Checking: HOr.casesOn... ok
Checking: HOr.noConfusionType... ok
Checking: HOr.noConfusion... ok
Checking: Lean.Syntax.missing.sizeOf_spec... ok
Checking: bool.match_1... ok
Checking: ToBool.toBool... ok
Checking: bool... ok
Checking: Lean.Parser.Tactic.tacticExists_,,... ok
Checking: Option.or... ok
Checking: List.reverseAux_nil... ok
Checking: DoResultPRBC.return.noConfusion... ok
Checking: List.elem.eq_2... ok
Checking: dbgTraceIfShared... ok
Checking: Lean.Meta.Simp.Config.zetaHave... ok
Checking: ShiftLeft.casesOn... ok
Checking: ShiftLeft.noConfusionType... ok
Checking: ShiftLeft.noConfusion... ok
Checking: ShiftLeft.mk.noConfusion... ok
Checking: Except.error.noConfusion... ok
Checking: Except.error.injEq... ok
Checking: _private.Init.Data.Format.Basic.0.Std.Format.WorkGroup... ok
Checking: _private.Init.Data.Format.Basic.0.Std.Format.WorkItem... ok
Checking: _private.Init.Data.Format.Basic.0.Std.Format.WorkItem.mk... ok
Checking: _private.Init.Data.Format.Basic.0.Std.Format.WorkGroup.mk... ok
Checking: instInhabitedOfMonad... ok
Checking: instInhabitedPUnit... ok
Checking: _private.Init.Data.Format.Basic.0.Std.Format.be... ok
Checking: Std.Format.prettyM... ok
Checking: USize.repr... ok
Checking: List.range... ok
Checking: _private.Init.Data.Repr.0.Nat.reprArray... ok
Checking: Nat.reprFast... ok
Checking: List.splitAt.go._sparseCasesOn_1... ok
Checking: List.splitAt.go.match_1... ok
Checking: List.splitAt.go... ok
Checking: List.splitAt... ok
Checking: Trans.rec... ok
Checking: Trans.recOn... ok
Checking: or_iff_right_of_imp... ok
Checking: Nat.lt_le_asymm... ok
Checking: ForM.ctorIdx... ok
Checking: One.casesOn... ok
Checking: String.Internal.posOf... ok
Checking: _private.Init.SimpLemmas.0.false_or.match_1_1... ok
Checking: false_or... ok
Checking: _private.Init.SimpLemmas.0.or_false.match_1_1... ok
Checking: or_false... ok
Checking: instLawfulIdentityOrFalse... ok
Checking: Nat.add_one_le_iff... ok
Checking: Lean.Macro.Exception.ctorElimType... ok
Checking: Thunk.fnImpl... ok
Checking: Option.max_none_some... ok
Checking: Lean.ParserDescr.unary.sizeOf_spec... ok
Checking: MonadFunctorT.monadMap... ok
Checking: ForIn.forIn... ok
Checking: MProd.snd... ok
Checking: MProd.fst... ok
Checking: Array.find?... ok
Checking: Lean.Parser.Tactic.as_aux_lemma... ok
Checking: prioHigh... ok
Checking: Array.mkEmpty... ok
Checking: Array.mkEmpty_eq... ok
Checking: PSum.ctorIdx... ok
Checking: PSum.ctorElimType... ok
Checking: PSum.ctorElim... ok
Checking: PSum.inr.elim... ok
Checking: Nat.zero_pow_of_pos... ok
Checking: Lean.Parser.Tactic.exposeNames... ok
Checking: One.noConfusionType... ok
Checking: One.noConfusion... ok
Checking: One.mk.noConfusion... ok
Checking: Sigma.ctorIdx... ok
Checking: Lean.hygieneInfoKind... ok
Checking: LawfulGetElem.rec... ok
Checking: LawfulGetElem.recOn... ok
Checking: Sum.inhabitedRight... ok
Checking: Bool.and_self... ok
Checking: instIdempotentOpBoolAnd... ok
Checking: _private.Init.Prelude.0.Lean.Name.hash.match_1... ok
Checking: _private.Init.Prelude.0.Lean.Name.hash._proof_1... ok
Checking: _private.Init.Prelude.0.Lean.Name.hash._proof_2... ok
Checking: Lean.Name.hash... ok
Checking: Lean.instHashableName... ok
Checking: DoResultBC.continue.noConfusion... ok
Checking: DoResultBC.continue.injEq... ok
Checking: Function.id_comp... ok
Checking: Nat.instXorOp... ok
Checking: rawNatLit... ok
Checking: ReprAtom.ctorIdx... ok
Checking: ULift.recOn... ok
Checking: ReflBEq.rec... ok
Checking: ReflBEq.recOn... ok
Checking: Lean.Grind.ConfigInteractive.toConfig... ok
Checking: Task.spawn... ok
Checking: ShiftRight.recOn... ok
Checking: Fin.instOrOp... ok
Checking: List.length_add_eq_lengthTRAux... ok
Checking: Or.imp... ok
Checking: Or.imp_right... ok
Checking: Or.imp_left... ok
Checking: or_assoc... ok
Checking: Lean.Name.str.inj... ok
Checking: lt_of_lt_of_eq... ok
Checking: Lean.Grind.Config.etaStruct... ok
Checking: Lean.Parser.Tactic.tacticRepeat_... ok
Checking: instToStringFin... ok
Checking: Lean.Parser.checkSimpFailure... ok
Checking: Nat.ble_eq... ok
Checking: Lean.Parser.Tactic.anyGoals... ok
Checking: Fin.mk.sizeOf_spec... ok
Checking: Except.toBool... ok
Checking: SizeOf.casesOn... ok
Checking: SizeOf.noConfusionType... ok
Checking: SizeOf.noConfusion... ok
Checking: SizeOf.mk.noConfusion... ok
Checking: DoResultSBC.pureReturn.noConfusion... ok
Checking: instInhabitedRaw_1... ok
Checking: Substring.Raw.Internal.extract... ok
Checking: instGetElem?OfGetElemOfDecidable... ok
Checking: HAdd.rec... ok
Checking: HAdd.casesOn... ok
Checking: Nat.add_sub_self_right... ok
Checking: Lean.Parser.Tactic.acRfl... ok
Checking: Bool.false_or... ok
Checking: instLawfulIdentityBoolOrFalse... ok
Checking: Lean.Meta.DSimp.Config.zetaHave... ok
Checking: List.lengthTR... ok
Checking: List.lengthTR.eq_1... ok
Checking: Lean.Name.num.noConfusion... ok
Checking: instReprAtomNat... ok
Checking: heq_self_iff_true... ok
Checking: Relation.TransGen.below... ok
Checking: Relation.TransGen.below.single... ok
Checking: Relation.TransGen.below.tail... ok
Checking: Relation.TransGen.below.rec... ok
Checking: Fin.cast._proof_1... ok
Checking: Fin.cast... ok
Checking: CoeDep.coe... ok
Checking: List.tail... ok
Checking: List.tail_cons... ok
Checking: Nat.mod_lt_of_lt... ok
Checking: Std.Format.FlattenBehavior.noConfusionType... ok
Checking: noConfusionEnum._proof_1... ok
Checking: noConfusionEnum... ok
Checking: Std.Format.FlattenBehavior.noConfusion... ok
Checking: Except.mapError... ok
Checking: List.isSublist.match_1... ok
Checking: instMonadEvalT... ok
Checking: emptyWf._proof_1... ok
Checking: emptyWf... ok
Checking: boolToProp... ok
Checking: HShiftRight.ctorIdx... ok
Checking: MonadStateOf.ctorIdx... ok
Checking: Lean.Syntax.SepArray.recOn... ok
Checking: Lean.Parser.Tactic.rwRule... ok
Checking: Lean.Parser.Tactic.rwRuleSeq... ok
Checking: proof_irrel... ok
Checking: instSubsingleton... ok
Checking: Quotient.recOnSubsingleton₂._proof_1... ok
Checking: Quotient.recOnSubsingleton₂... ok
Checking: Quotient.decidableEq._proof_1... ok
Checking: Quotient.decidableEq.match_1... ok
Checking: Quotient.liftOn₂... ok
Checking: _private.Init.Core.0.Quotient.rel._proof_1... ok
Checking: _private.Init.Core.0.Quotient.rel... ok
Checking: Quotient.inductionOn... ok
Checking: _private.Init.Core.0.Quotient.rel.refl... ok
Checking: _private.Init.Core.0.Quotient.rel_of_eq... ok
Checking: Quotient.exact... ok
Checking: Quotient.decidableEq._proof_2... ok
Checking: Quotient.decidableEq... ok
Checking: CoeSort.noConfusion... ok
Checking: CoeSort.mk.noConfusion... ok
Checking: _private.Init.Data.NeZero.0.instNeZeroNatHAdd.match_1... ok
Checking: _private.Init.Data.NeZero.0.instNeZeroNatHAdd.match_3... ok
Checking: instNeZeroNatHAdd... ok
Checking: Lean.Grind.Config.funext... ok
Checking: List.lookup.match_1... ok
Checking: type_eq_of_heq... ok
Checking: Array.allM... ok
Checking: Int.ofNat.sizeOf_spec... ok
Checking: UInt8.ofBitVec.inj... ok
Checking: Fin.instGetElemFinVal... ok
Checking: Fin.instGetElem?FinVal... ok
Checking: Fin.instLawfulGetElemValOfNat... ok
Checking: SeqRight.recOn... ok
Checking: iff_false_right... ok
Checking: CoeHead.rec... ok
Checking: CoeHead.recOn... ok
Checking: DoResultSBC.pureReturn.injEq... ok
Checking: Lean.Parser.Tactic.bvTraceMacro... ok
Checking: Lean.Parser.Tactic.mreplaceMacro... ok
Checking: Lean.Meta.ExtractLetsConfig.preserveBinderNames... ok
Checking: instMaxUInt32... ok
Checking: Lean.Meta.Simp.NormCastConfig.ctorIdx... ok
Checking: Inhabited.noConfusionType... ok
Checking: Inhabited.noConfusion... ok
Checking: instInhabitedReaderT... ok
Checking: Lean.Macro.instInhabitedMethods.default... ok
Checking: Lean.Macro.instInhabitedMethods... ok
Checking: ForInStep.ctorElim... ok
Checking: ForInStep.done.elim... ok
Checking: heq_eqRec_iff... ok
Checking: Nat.add_le_add... ok
Checking: getElem_congr_idx... ok
Checking: PProd.snd... ok
Checking: Std.Format.align.injEq... ok
Checking: modifyGetThe... ok
Checking: MonadEval.rec... ok
Checking: Pure.noConfusion... ok
Checking: MonadExcept.throw... ok
Checking: MonadExceptOf.tryCatch... ok
Checking: tryCatchThe... ok
Checking: instMonadExceptOfMonadExceptOf... ok
Checking: ReaderT.instMonadExceptOf... ok
Checking: EStateM.dummySave... ok
Checking: EStateM.nonBacktrackable... ok
Checking: Lean.Macro.throwUnsupported... ok
Checking: Div.casesOn... ok
Checking: Lean.Meta.DSimp.Config.zeta... ok
Checking: instAssociativeOr... ok
Checking: Nat.div.inductionOn._unary.eq_def... ok
Checking: Nat.div.inductionOn.eq_def... ok
Checking: instLEOption... ok
Checking: Nat.lt_add_one_of_le... ok
Checking: Zero.recOn... ok
Checking: Array.flatMapM... ok
Checking: Lean.Macro.Methods.noConfusion... ok
Checking: Lean.Macro.Methods.mk.noConfusion... ok
Checking: Lean.Parser.Tactic.Grind.renameI... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.sub_one_add_one_eq_of_pos.match_1_1... ok
Checking: Nat.sub_one_add_one_eq_of_pos... ok
Checking: Min.mk.noConfusion... ok
Checking: Neg.noConfusion... ok
Checking: Neg.mk.noConfusion... ok
Checking: Lean.Meta.Simp.Config.arith... ok
Checking: _private.Init.Data.Repr.0.Prod.reprTuple.match_1... ok
Checking: ReprTuple.reprTuple... ok
Checking: Prod.reprTuple... ok
Checking: Array.forRevM... ok
Checking: Lean.Syntax.TSepArray.ctorIdx... ok
Checking: Lean.Parser.checkTacticFailure... ok
Checking: iff_not_self... ok
Checking: Lean.Parser.Tactic.SolveByElim.star... ok
Checking: Lean.Parser.Tactic.SolveByElim.erase... ok
Checking: Lean.Parser.Tactic.SolveByElim.arg... ok
Checking: Lean.Parser.Tactic.SolveByElim.args... ok
Checking: _private.Init.Data.Array.Basic.0.Array.takeWhile.go._unary._proof_1... ok
Checking: _private.Init.Data.Array.Basic.0.Array.takeWhile.go._unary._proof_2... ok
Checking: _private.Init.Data.Array.Basic.0.Array.takeWhile.go._unary... ok
Checking: _private.Init.Data.Array.Basic.0.Array.takeWhile.go... ok
Checking: Array.takeWhile... ok
Checking: Lean.Parser.Tactic.Grind.mbtc... ok
Checking: DoResultBC.continue.inj... ok
Checking: ToBool.recOn... ok
Checking: term_%_... ok
Checking: modifyThe... ok
Checking: instToStringExcept.match_1... ok
Checking: instToStringExcept... ok
Checking: Lean.Parser.Tactic.Grind.grindRepeat_... ok
Checking: Std.Refl... ok
Checking: Std.Refl.mk... ok
Checking: Std.Refl.rec... ok
Checking: Std.Refl.recOn... ok
Checking: LE.noConfusionType... ok
Checking: LE.noConfusion... ok
Checking: LE.mk.noConfusion... ok
Checking: Lean.mkAtomFrom... ok
Checking: Nat.add_lt_of_lt_sub... ok
Checking: Array.mkArray6... ok
Checking: Lean.Syntax.node6... ok
Checking: Lean.Parser.Tactic.Grind.haveSilent... ok
Checking: sorryAx... ok
Checking: Lean.Meta.ExtractLetsConfig.usedOnly... ok
Checking: _private.Init.Data.Array.Basic.0.Array.zipWithAll.go._unary._proof_1... ok
Checking: _private.Init.Data.Array.Basic.0.Array.zipWithAll.go._unary._proof_2... ok
Checking: _private.Init.Data.Array.Basic.0.Array.zipWithAll.go._unary... ok
Checking: _private.Init.Data.Array.Basic.0.Array.zipWithAll.go... ok
Checking: Array.zipWithAll... ok
Checking: _private.Init.Data.List.Basic.0.List.beq.match_1.splitter... ok
Checking: _private.Init.Data.List.Basic.0.List.beq.match_1.eq_3... ok
Checking: List.beq.eq_def... ok
Checking: List.beq.eq_3... ok
Checking: instReprAtomInt... ok
Checking: ExceptT.finally._sparseCasesOn_1... ok
Checking: ExceptT.finally._sparseCasesOn_2... ok
Checking: ExceptT.finally.match_1... ok
Checking: ExceptT.finally._sparseCasesOn_5... ok
Checking: ExceptT.finally.match_5... ok
Checking: ExceptT.finally... ok
Checking: Lean.Meta.Simp.ConfigCtx.noConfusion... ok
Checking: Lean.Meta.Simp.ConfigCtx.mk.noConfusion... ok
Checking: Lean.Meta.Simp.ConfigCtx.mk.injEq... ok
Checking: Nat.lt_succ... ok
Checking: ULift.down... ok
Checking: ByteArray.recOn... ok
Checking: Lean.Meta.Simp.NormCastConfig.mk.inj... ok
Checking: List.IsSuffix... ok
Checking: term_⊕'_... ok
Checking: Nat.le_or_le... ok
Checking: Lean.Parser.Category.ctorIdx... ok
Checking: Nat.min_def... ok
Checking: List.replicateTR.loop.match_1... ok
Checking: List.replicateTR.loop... ok
Checking: List.replicateTR_loop_replicate_eq... ok
Checking: ToString.casesOn... ok
Checking: ToString.noConfusionType... ok
Checking: ToString.noConfusion... ok
Checking: ReaderT.run... ok
Checking: Except.ok.injEq... ok
Checking: HPow.casesOn... ok
Checking: HPow.noConfusionType... ok
Checking: Lean.Parser.Tactic.symm... ok
Checking: term_<|_... ok
Checking: Lean.Meta.Simp.Config.contextual... ok
Checking: Nat.toUInt8... ok
Checking: UInt32.toUInt8... ok
Checking: Char.toUInt8... ok
Checking: List.Mem.below.rec... ok
Checking: Lean.Grind.Config.mk.inj... ok
Checking: imp_congr_right... ok
Checking: imp_congr_ctx... ok
Checking: HOr.mk.noConfusion... ok
Checking: MonadLiftT.recOn... ok
Checking: Lean.Parser.Category.grind_filter... ok
Checking: Bool.dcond... ok
Checking: Sum._sizeOf_1... ok
Checking: Sum._sizeOf_inst... ok
Checking: Sum.inr.sizeOf_spec... ok
Checking: MonadEvalT.mk.noConfusion... ok
Checking: Quotient.liftOn... ok
Checking: Nat.instLawfulIdentityHMulOfNat... ok
Checking: Int.beq'... ok
Checking: Or.neg_resolve_left... ok
Checking: Lean.Parser.Tactic.tacticHave'... ok
Checking: List.instAssociativeHAppend... ok
Checking: Lean.Parser.Tactic.pushCast... ok
Checking: _private.Init.Prelude.0.Lean.Syntax.setKind.match_1... ok
Checking: Lean.Syntax.getOptional?... ok
Checking: sizeOf_default... ok
Checking: Std.Identity.toRightIdentity... ok
Checking: PNonScalar.noConfusion... ok
Checking: PNonScalar.mk.noConfusion... ok
Checking: List.beq.eq_1... ok
Checking: Nat.add_eq... ok
Checking: Except.bind... ok
Checking: List.flatten_cons... ok
Checking: ByteArray.mk.inj... ok
Checking: Option.instOrElse... ok
Checking: HShiftLeft.hShiftLeft... ok
Checking: Nat.instShiftLeft... ok
Checking: Fin.shiftLeft._proof_1... ok
Checking: Fin.shiftLeft... ok
Checking: Option.elim.match_1... ok
Checking: Option.elim... ok
Checking: Option.elimM... ok
Checking: Complement.complement... ok
Checking: Std.LeftIdentity.casesOn... ok
Checking: List.length_singleton... FAIL
Checking: NonScalar.ctorIdx... ok
Checking: Lean.Parser.Tactic.dsimp... ok
Checking: Lean.Parser.Category.term... ok
Checking: Option.guard... ok
Checking: term!_... ok
Checking: Lean.Meta.instInhabitedOccurrences.default... ok
Checking: Lean.Meta.instInhabitedOccurrences... ok
Checking: Lean.Meta.EtaStructMode._sizeOf_1... ok
Checking: Lean.Meta.EtaStructMode._sizeOf_inst... ok
Checking: Lean.Meta.EtaStructMode.none.sizeOf_spec... ok
Checking: Substring.Raw.mk.injEq... ok
Checking: Nat.le_of_not_gt... ok
Checking: Lean.Meta.Simp.Config.singlePass... ok
Checking: String.Pos.Raw.byteIdx... ok
Checking: Nat.lt_or_eq_of_le... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.le_iff_lt_or_eq.match_1_1... ok
Checking: Nat.le_iff_lt_or_eq... ok
Checking: Lean.Parser.Category.grind... ok
Checking: imp_imp_imp... ok
Checking: UInt32.ofNat.eq_1... ok
Checking: Lean.Parser.Tactic.Grind.grind_ref_... ok
Checking: instLawfulGetElem... ok
Checking: HasEquiv.recOn... ok
Checking: MonadExcept.noConfusionType... ok
Checking: MonadExcept.noConfusion... ok
Checking: Decidable.noConfusionType... ok
Checking: Decidable.noConfusion... ok
Checking: Decidable.isFalse.noConfusion... ok
Checking: Subtype.recOn... ok
Checking: HAdd.noConfusionType... ok
Checking: HAdd.noConfusion... ok
Checking: HAdd.mk.noConfusion... ok
Checking: String.Pos.Raw.ctorIdx... ok
Checking: Nat.lt_of_sub_pos... ok
Checking: Nat.lt_of_sub_eq_sub_one... ok
Checking: Lean.Syntax.brecOn.go... ok
Checking: USize.recOn... ok
